id_position,cpf_user,satellite_norad_number,lat_user,lon_user,alt_user,timestamp_position,satellite_distance_km
589,940.523.187-14,42775,1.393037291847806,-62.034495735273005,971.74,2026-03-12 05:52:16,12146.418
1272,940.523.187-14,43039,1.419971233434018,-62.02478428959757,867.31,2026-03-12 06:07:16,14698.701
405,940.523.187-14,45920,1.3513755456673453,-62.05372306024481,471.93,2026-03-12 06:26:16,16476.83
542,940.523.187-14,45726,1.4165021826710715,-62.05351954556747,1116.61,2026-03-12 06:46:16,2355.017
486,940.523.187-14,40045,1.4394343807952095,-62.01559937088163,108.99,2026-03-12 07:01:16,9641.956
149,914.805.267-11,41853,-2.052868,-84.83481,1174.32,2026-04-03 09:25:55,19856.185
245,914.805.267-11,31102,-2.0521702345869026,-84.83878961634646,536.3,2026-04-03 09:30:55,19905.886
1042,914.805.267-11,40424,-2.0479441955213686,-84.83182249854553,583.24,2026-04-03 09:40:55,9293.33
839,914.805.267-11,44394,-2.0433502020750813,-84.8292312208347,576.8,2026-04-03 09:47:55,6560.195
1303,914.805.267-11,38760,-2.0422929812409873,-84.8547106521532,174.92,2026-04-03 09:52:55,6453.52
904,914.805.267-11,28378,-2.053605948579937,-84.85978788677697,820.64,2026-04-03 10:07:55,35370.403
492,914.805.267-11,40019,-2.037569886038715,-84.85190865827514,268.31,2026-04-03 10:19:55,27064.56
1288,914.805.267-11,44103,-2.0625868225962956,-84.81457350764964,415.4,2026-04-03 10:39:55,15105.605
1213,914.805.267-11,43450,-2.0881711094658293,-84.86591177079723,699.67,2026-04-03 10:59:55,14546.273
730,914.805.267-11,47237,-2.0895957295895675,-84.87593588967309,522.48,2026-04-03 11:04:55,21438.516
453,914.805.267-11,42934,-2.051561233973755,-84.84642627973457,462.41,2026-04-03 11:17:55,23244.729
1399,914.805.267-11,28372,-2.0252521623923134,-84.86377135176845,1038.29,2026-04-03 11:32:55,26754.673
1143,327.865.149-91,27937,4.841139,-5.901615,361.79,2026-01-19 01:22:23,22549.08
1110,327.865.149-91,40966,4.836169540963569,-5.901998031754353,1157.5,2026-01-19 01:28:23,13672.237
837,327.865.149-91,47484,4.839228950246012,-5.907082230501094,741.39,2026-01-19 01:41:23,9612.498
182,327.865.149-91,47440,4.832100485789519,-5.8916214169096,122.77,2026-01-19 01:56:23,31154.259
53,327.865.149-91,32794,4.84187529251346,-5.909825312670642,81.57,2026-01-19 02:14:23,13155.221
561,327.865.149-91,7530,4.849074367505075,-5.902513962002297,620.65,2026-01-19 02:21:23,17465.93
163,327.865.149-91,47237,4.837179877785754,-5.888831722782505,691.86,2026-01-19 02:38:23,2257.092
765,327.865.149-91,47237,4.817758080922309,-5.887244838479491,592.65,2026-01-19 02:43:23,18910.988
1287,327.865.149-91,45465,4.86336933417607,-5.877603529653687,111.79,2026-01-19 03:01:23,32433.274
1174,327.865.149-91,47699,4.84478107599113,-5.862381062325002,723.45,2026-01-19 03:18:23,412.645
1273,327.865.149-91,41584,4.888991444648908,-5.875163496683068,823.33,2026-01-19 03:36:23,18861.514
1100,327.865.149-91,43651,4.876171796470093,-5.907830923832419,331.95,2026-01-19 03:55:23,10534.627
1121,937.564.028-00,41785,12.94655,102.914697,1157.35,2026-01-15 20:30:36,13338.538
1408,937.564.028-00,48270,12.950395835400967,102.91637312475754,462.03,2026-01-15 20:41:36,10237.507
436,937.564.028-00,39256,12.941793043185196,102.91321998152758,80.91,2026-01-15 20:49:36,8145.384
824,937.564.028-00,41460,12.946939608067078,102.91457208736573,599.79,2026-01-15 20:56:36,29692.452
709,937.564.028-00,31102,12.960258330902082,102.8961294638934,87.5,2026-01-15 21:04:36,20959.262
1017,937.564.028-00,38254,12.943730881762821,102.91797822204146,782.92,2026-01-15 21:23:36,14061.849
718,937.564.028-00,39508,12.954133575871678,102.92351766313512,351.47,2026-01-15 21:34:36,8297.707
1001,937.564.028-00,43805,12.931632911770532,102.92772398984137,363.08,2026-01-15 21:54:36,23643.093
198,937.564.028-00,39256,12.94487266421149,102.90663984106,986.84,2026-01-15 21:59:36,4309.905
973,937.564.028-00,25924,12.943997356333995,102.90910077541618,1155.72,2026-01-15 22:16:36,29399.328
550,937.564.028-00,39467,12.961163740600567,102.8985562241431,947.64,2026-01-15 22:28:36,20270.352
594,937.564.028-00,55107,12.9984240220087,102.94245152743002,537.25,2026-01-15 22:48:36,31396.071
567,813.476.502-53,45116,-58.1697755,65.602211,1126.45,2026-02-03 02:36:32,7143.77
247,813.476.502-53,43849,-58.16571202377029,65.60602884554477,601.11,2026-02-03 02:52:32,30703.256
553,813.476.502-53,43039,-58.163276350047475,65.60165830306237,270.57,2026-02-03 03:08:32,6866.414
415,813.476.502-53,43556,-58.17252856764735,65.58902373248893,108.2,2026-02-03 03:13:32,8155.793
1062,813.476.502-53,32794,-58.17914546892104,65.59264522165809,984.35,2026-02-03 03:21:32,15946.064
516,813.476.502-53,35942,-58.19192362084844,65.59343860106868,761.57,2026-02-03 03:37:32,18120.091
1345,813.476.502-53,40046,-58.17094838961433,65.602533954409,815.13,2026-02-03 03:49:32,2313.145
728,813.476.502-53,33490,-58.18596486879298,65.59715532393888,918.48,2026-02-03 04:06:32,19022.926
1041,813.476.502-53,33460,-58.14199808691153,65.6213027872815,851.73,2026-02-03 04:26:32,5942.359
858,813.476.502-53,45117,-58.2016436061015,65.62291249021979,807.91,2026-02-03 04:36:32,15986.161
1382,813.476.502-53,39237,-58.18730160431199,65.59907367385563,921.26,2026-02-03 04:47:32,30321.32
1166,813.476.502-53,31102,-58.11972316322778,65.60024293772815,659.45,2026-02-03 05:00:32,8840.875
768,485.693.710-39,40019,-18.5597425,95.179023,813.54,2026-05-30 06:17:36,27618.111
1127,485.693.710-39,39078,-18.55635901681276,95.17821537605772,962.51,2026-05-30 06:31:36,20823.484
444,485.693.710-39,42775,-18.554019480985644,95.18293499150084,193.51,2026-05-30 06:49:36,34106.374
493,485.693.710-39,41584,-18.5465923598961,95.17450846541617,1037.86,2026-05-30 06:56:36,29540.434
540,485.693.710-39,45920,-18.571723054826727,95.16825342443164,478.37,2026-05-30 07:07:36,18353.43
1045,485.693.710-39,47699,-18.535471470933036,95.1833658344023,1068.98,2026-05-30 07:22:36,15223.424
969,485.693.710-39,44394,-18.54315592263806,95.14985469263033,501.71,2026-05-30 07:38:36,782.392
544,485.693.710-39,38107,-18.541067330892655,95.20903596074383,291.21,2026-05-30 07:49:36,24213.691
1014,485.693.710-39,37810,-18.580547823981895,95.16736448693543,269.25,2026-05-30 08:04:36,9135.474
1271,485.693.710-39,28868,-18.556358985359658,95.19254077385033,505.96,2026-05-30 08:14:36,30725.006
638,485.693.710-39,43861,-18.596937625745525,95.19404085829416,335.2,2026-05-30 08:31:36,31908.403
1398,485.693.710-39,41789,-18.520799311999028,95.16331178911426,180.85,2026-05-30 08:39:36,27315.505
613,679.485.321-37,39127,70.345738,-77.875981,941.63,2026-03-06 23:12:52,20156.666
532,679.485.321-37,47937,70.34593951295189,-77.87359711498993,368.42,2026-03-06 23:21:52,3124.867
1009,679.485.321-37,33275,70.34387917969303,-77.87623680113468,972.13,2026-03-06 23:36:52,9896.731
1383,679.485.321-37,45116,70.34982011213746,-77.86685656346445,831.65,2026-03-06 23:45:52,34970.211
272,679.485.321-37,43556,70.34060868101314,-77.8698309561789,69.65,2026-03-06 23:56:52,22255.478
456,679.485.321-37,52160,70.3264849152943,-77.87272456781099,88.23,2026-03-07 00:11:52,6382.308
1072,679.485.321-37,35686,70.3536054746576,-77.87034189091735,901.88,2026-03-07 00:16:52,12663.85
1092,679.485.321-37,33490,70.36429697031807,-77.84187352093943,1021.49,2026-03-07 00:36:52,14503.28
280,679.485.321-37,38254,70.37732650619755,-77.90482134012747,235.43,2026-03-07 00:49:52,4147.014
1275,679.485.321-37,35686,70.34720581364833,-77.86052292653692,1155.45,2026-03-07 01:06:52,18793.507
509,679.485.321-37,33275,70.33034735135269,-77.82783563130599,608.33,2026-03-07 01:15:52,6450.346
1360,679.485.321-37,43174,70.32476919593854,-77.89626511636716,193.84,2026-03-07 01:34:52,30376.804
349,604.829.357-74,40966,-62.0673355,58.455286,54.3,2026-05-04 19:23:01,24187.945
776,604.829.357-74,45117,-62.06962222826934,58.457655855439,362.35,2026-05-04 19:40:01,8764.852
909,604.829.357-74,41852,-62.06709103339384,58.45617802036135,59.55,2026-05-04 19:45:01,19045.34
690,604.829.357-74,39078,-62.055403453309694,58.4492336067347,117.81,2026-05-04 19:57:01,11826.016
494,604.829.357-74,38107,-62.07713920700672,58.43607975920275,1037.43,2026-05-04 20:06:01,5929.042
70,604.829.357-74,47937,-62.067743452950296,58.44552452057799,928.27,2026-05-04 20:22:01,21826.673
409,604.829.357-74,39508,-62.097244215088736,58.4470614622415,670.61,2026-05-04 20:36:01,3474.842
489,604.829.357-74,39416,-62.07388620357507,58.461486944337274,1019.43,2026-05-04 20:43:01,8760.42
1440,604.829.357-74,41853,-62.0671299723247,58.49357511385857,323.23,2026-05-04 20:59:01,34957.482
964,604.829.357-74,45114,-62.09174896310062,58.421604431494345,100.15,2026-05-04 21:09:01,23561.452
687,604.829.357-74,48270,-62.09540836098985,58.4578407690534,292.3,2026-05-04 21:24:01,21623.304
454,604.829.357-74,39237,-62.100503422643364,58.44233717430279,612.14,2026-05-04 21:35:01,8718.368
377,712.806.359-59,32794,-30.4552695,38.144892,759.2,2026-06-16 09:15:50,4891.091
271,712.806.359-59,43174,-30.460156025499106,38.142281506121044,489.22,2026-06-16 09:29:50,34999.045
957,712.806.359-59,47440,-30.4505848478208,38.140857591662154,461.46,2026-06-16 09:46:50,21517.4
288,712.806.359-59,26580,-30.467176922889326,38.15110032244269,944.82,2026-06-16 09:57:50,30324.152
1075,712.806.359-59,40982,-30.450466143759193,38.15673297053504,749.5,2026-06-16 10:17:50,32904.401
218,712.806.359-59,39127,-30.47030574504722,38.12410497498397,93.12,2026-06-16 10:26:50,3571.154
538,712.806.359-59,44394,-30.478315167118716,38.14208919154388,704.47,2026-06-16 10:36:50,28455.457
1195,712.806.359-59,36798,-30.457947880232734,38.11877567562305,263.95,2026-06-16 10:53:50,24003.683
101,712.806.359-59,33460,-30.42548292222543,38.184269821556846,1174.52,2026-06-16 11:01:50,13432.895
1400,712.806.359-59,33490,-30.44969091207515,38.16821089363057,428.29,2026-06-16 11:15:50,4230.724
332,712.806.359-59,40982,-30.473021733838042,38.10869178763568,1073.9,2026-06-16 11:20:50,20546.434
282,712.806.359-59,47939,-30.416856951775053,38.09419567592271,350.97,2026-06-16 11:38:50,3065.47
235,570.192.438-60,43849,49.575398,178.720335,590.11,2026-04-20 23:08:12,14151.574
521,570.192.438-60,47943,49.573408785391955,178.72184327535294,621.9,2026-04-20 23:24:12,3306.809
125,570.192.438-60,41785,49.58244821417458,178.71404763433011,708.14,2026-04-20 23:32:12,30586.236
310,570.192.438-60,39467,49.56523440534116,178.72949236009526,385.76,2026-04-20 23:52:12,34855.417
1199,570.192.438-60,38528,49.582483203426804,178.7392545815645,445.44,2026-04-21 00:06:12,10461.527
530,570.192.438-60,39467,49.59995097087509,178.72370666731933,188.93,2026-04-21 00:17:12,16529.439
921,570.192.438-60,44479,49.55924787328576,178.692281466523,778.06,2026-04-21 00:33:12,177.713
1237,570.192.438-60,43768,49.55944197628281,178.73205113012176,404.23,2026-04-21 00:40:12,11701.053
1028,570.192.438-60,45116,49.58956021679892,178.68523478513492,455.91,2026-04-21 00:58:12,15249.654
866,570.192.438-60,36797,49.53764117245202,178.7462160295557,574.09,2026-04-21 01:16:12,1839.247
573,570.192.438-60,41460,49.56564397313931,178.74118670695424,1102.2,2026-04-21 01:26:12,15035.541
145,570.192.438-60,56187,49.53727905552904,178.73651848875716,304.9,2026-04-21 01:36:12,14452.948
203,372.980.154-60,56187,58.524507,-58.61925,85.09,2026-05-26 15:50:48,8911.664
928,372.980.154-60,35942,58.52852810896544,-58.615726512582455,104.35,2026-05-26 16:02:48,17696.401
1035,372.980.154-60,47484,58.51987578865515,-58.61307763529513,705.71,2026-05-26 16:13:48,4177.467
32,372.980.154-60,55239,58.52976463690753,-58.6077764180634,292.43,2026-05-26 16:31:48,24578.885
270,372.980.154-60,43557,58.50962538600798,-58.62068751106894,672.82,2026-05-26 16:49:48,1126.813
159,372.980.154-60,33275,58.50098506346911,-58.62160149916105,348.73,2026-05-26 16:54:48,24755.415
1261,372.980.154-60,33275,58.522177802023656,-58.62397396300346,68.75,2026-05-26 17:09:48,17860.653
571,372.980.154-60,26580,58.49762829866657,-58.638807302296925,809.31,2026-05-26 17:21:48,14958.627
1130,372.980.154-60,40018,58.48685189395024,-58.58925745763727,966.79,2026-05-26 17:38:48,11902.559
905,372.980.154-60,29644,58.54507437432762,-58.59727238322764,75.9,2026-05-26 17:54:48,1734.396
106,372.980.154-60,43039,58.485403975925124,-58.637107454335684,1151.06,2026-05-26 18:13:48,5659.688
624,372.980.154-60,35942,58.54338250272546,-58.61880137296269,796.83,2026-05-26 18:22:48,20452.422
1255,915.840.672-76,45863,-34.8537265,-50.149218,736.17,2026-06-18 17:59:12,18225.183
736,915.840.672-76,39616,-34.85664531060119,-50.147033287179454,541.45,2026-06-18 18:13:12,12474.764
344,915.840.672-76,44103,-34.861518198994,-50.143412540867146,742.3,2026-06-18 18:21:12,23368.45
63,915.840.672-76,42775,-34.839125178295895,-50.13889590689458,164.38,2026-06-18 18:26:12,23792.126
1274,915.840.672-76,35686,-34.85825541067181,-50.158096352729,1016.14,2026-06-18 18:43:12,16009.825
7,915.840.672-76,40966,-34.837844597418695,-50.14912660546138,928.58,2026-06-18 19:02:12,35845.453
1016,915.840.672-76,40018,-34.84231608708097,-50.16274082189759,547.68,2026-06-18 19:22:12,4930.18
1284,915.840.672-76,41853,-34.88006161993593,-50.12304546108737,655.61,2026-06-18 19:27:12,24625.063
267,915.840.672-76,38528,-34.83945949106682,-50.14118638033059,141.57,2026-06-18 19:35:12,29387.242
98,915.840.672-76,39508,-34.82957908733981,-50.14382097210878,893.13,2026-06-18 19:41:12,19803.736
1311,915.840.672-76,43450,-34.82385756243048,-50.10742655256947,871.21,2026-06-18 19:52:12,24824.1
195,915.840.672-76,36797,-34.8932242566015,-50.105387855694566,911.26,2026-06-18 19:59:12,25495.142
1279,807.915.264-02,25924,-28.7447455,127.488239,870.43,2026-03-19 06:26:36,1922.0
186,807.915.264-02,41584,-28.748295640643338,127.49256019502762,836.64,2026-03-19 06:46:36,21089.095
367,807.915.264-02,40045,-28.740214598514413,127.49409386673267,513.57,2026-03-19 06:54:36,8744.278
593,807.915.264-02,47939,-28.75781455454614,127.50086783177491,277.3,2026-03-19 07:01:36,29833.802
1018,807.915.264-02,44103,-28.74344812143676,127.49295226006738,275.1,2026-03-19 07:13:36,21070.668
72,807.915.264-02,41852,-28.752334328468656,127.47823277456175,750.98,2026-03-19 07:25:36,32064.349
369,807.915.264-02,40018,-28.747585559041585,127.48294224721211,588.47,2026-03-19 07:32:36,5118.373
1330,807.915.264-02,26624,-28.770328956137686,127.46357885209889,19.96,2026-03-19 07:45:36,12468.251
1254,807.915.264-02,47939,-28.776471779462003,127.46493722739194,311.08,2026-03-19 08:05:36,20387.502
878,807.915.264-02,43849,-28.78221519018218,127.53131961240376,514.2,2026-03-19 08:16:36,19880.731
136,807.915.264-02,44186,-28.78686503897452,127.53152042064086,1173.76,2026-03-19 08:34:36,19778.926
1026,807.915.264-02,47939,-28.710711113357654,127.45067817257639,1122.76,2026-03-19 08:45:36,17729.498
1165,580.217.439-05,47699,-8.9331175,114.882782,1182.11,2026-05-24 18:20:47,4418.176
1386,580.217.439-05,38528,-8.928763933006563,114.88467760912275,921.06,2026-05-24 18:32:47,29378.387
809,580.217.439-05,44394,-8.936961033088437,114.88153116632823,884.61,2026-05-24 18:48:47,16568.919
201,580.217.439-05,43768,-8.922128501706633,114.89146111191069,906.09,2026-05-24 18:59:47,22597.04
850,580.217.439-05,52160,-8.949979886240842,114.9001973406251,682.1,2026-05-24 19:13:47,10144.473
3,580.217.439-05,28868,-8.94345991413737,114.86972188085932,185.97,2026-05-24 19:22:47,9500.139
309,580.217.439-05,37792,-8.947254904527497,114.89286020680305,231.02,2026-05-24 19:30:47,7312.993
66,580.217.439-05,38254,-8.961446505150999,114.8777426957525,1179.54,2026-05-24 19:45:47,6645.303
1161,580.217.439-05,39425,-8.923827278804332,114.90921235523642,265.67,2026-05-24 20:00:47,27783.778
694,580.217.439-05,28378,-8.900766404680558,114.85563042752129,824.18,2026-05-24 20:15:47,23376.663
1145,580.217.439-05,55239,-8.891185026917238,114.86995322087012,716.24,2026-05-24 20:30:47,13861.326
997,580.217.439-05,38760,-8.883272825958658,114.92848216514821,318.75,2026-05-24 20:45:47,25559.713
1003,876.405.932-47,47440,83.0593455,-73.710853,96.69,2026-04-03 02:47:00,22189.73
185,876.405.932-47,44479,83.05918693717156,-73.70782153593129,275.69,2026-04-03 03:01:00,11457.27
674,876.405.932-47,42934,83.05805721796956,-73.70134848438967,703.45,2026-04-03 03:14:00,27191.017
888,876.405.932-47,56187,83.0532625179712,-73.70520719410746,818.95,2026-04-03 03:21:00,5120.651
679,876.405.932-47,39078,83.05306262007937,-73.7222049932628,53.04,2026-04-03 03:39:00,34413.035
396,876.405.932-47,40424,83.05011079672188,-73.69161689119052,860.7,2026-04-03 03:48:00,20626.028
1326,876.405.932-47,42775,83.04658158493199,-73.73204032366519,1036.7,2026-04-03 04:02:00,4556.05
78,876.405.932-47,43174,83.07249010951804,-73.70871031399543,570.53,2026-04-03 04:08:00,21206.418
16,876.405.932-47,47937,83.02552078272018,-73.69702802427929,648.33,2026-04-03 04:16:00,24167.276
1363,876.405.932-47,55508,83.09306405570432,-73.6989354824639,1041.41,2026-04-03 04:35:00,24309.909
761,876.405.932-47,26580,83.06624973514494,-73.68961105967196,619.35,2026-04-03 04:54:00,29770.341
1202,876.405.932-47,28446,83.04443292517635,-73.66949345609501,505.81,2026-04-03 05:09:00,33590.06
942,587.204.631-62,39508,-7.5214045,-36.871096,214.3,2026-05-22 20:55:05,28077.885
881,587.204.631-62,44186,-7.519990952945602,-36.87444594912194,64.38,2026-05-22 21:05:05,2502.518
102,587.204.631-62,52160,-7.521559695773559,-36.87943456656876,906.7,2026-05-22 21:11:05,29371.636
706,587.204.631-62,47939,-7.520726298794018,-36.87682743495918,476.6,2026-05-22 21:18:05,3101.818
368,587.204.631-62,47237,-7.501928370254378,-36.87748122107285,484.61,2026-05-22 21:38:05,16203.604
487,587.204.631-62,44479,-7.523664409311668,-36.84737756004831,1127.33,2026-05-22 21:50:05,2465.853
1313,587.204.631-62,37232,-7.551098684563778,-36.88387763989197,911.91,2026-05-22 21:56:05,13422.451
1318,587.204.631-62,26624,-7.538837950626931,-36.90020584838817,421.67,2026-05-22 22:15:05,3248.906
764,587.204.631-62,47699,-7.527197360974073,-36.910929521867125,538.99,2026-05-22 22:20:05,26030.438
646,587.204.631-62,39425,-7.505500851579626,-36.83152962322715,634.03,2026-05-22 22:28:05,31884.97
248,587.204.631-62,28446,-7.505351372676537,-36.886992662582905,499.81,2026-05-22 22:46:05,5201.232
1060,587.204.631-62,40046,-7.566931578912381,-36.85620308873106,163.2,2026-05-22 22:51:05,1653.916
43,526.174.803-80,43651,60.7561745,78.661676,520.96,2026-04-17 23:41:24,7802.128
849,526.174.803-80,41853,60.760452026750855,78.66217984319134,196.38,2026-04-17 23:49:24,31962.598
